File Name,User,License,License Link,Usage
tos5(16.01.2009).ogg,aneolus,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
tos6(16.01.2009).ogg,aneolus,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
MOV0024A.OGG,aneolus,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
cough.wav,IFartInUrGeneralDirection,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
07 - Cough male - light.wav,14GPanskaMuzatko_Matej,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
teenager coughing.wav,Malcus_Sells,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"snowmobile start, pull away fast speed nice detail +cough, spit",kyles,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
coughing.wav,Vinci7,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
throw up 2.wav,TheLittleCrow,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
hungarian post office ambience - a busy day,Frigus_XIII,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
coughing_human.wav,15F_Panska_Vokulic_Vaclav,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Adult Male Coughing,jmbland94,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Bong_Hit_and_Cough,coffeeflan,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Boy Pack 1.wav,Hidiku,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
BPS-HUMAN-Drugs-Man Taking Bong Hit-Big Bowl-With Coughs.wav,bspiller5,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Poker Championship Ambience,bhuveh,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dying dramatcially in Shakespeare.wav,Jordishaw,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Horrible Female Cough,NyxLurvig,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
coughing_03.WAV,16H_Panska_Andelova_Lucia,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
coughing_02.WAV,16H_Panska_Andelova_Lucia,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
coughing_01.WAV,16H_Panska_Andelova_Lucia,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
16FAndelNPanskaHmnbd-cough.WAV,Panska16FAndelova_Natalia,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
16FAndelNHmnbdPanska-cough2.WAV,Panska16FAndelova_Natalia,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
16FAndelNHmnbdPanska-cough1.WAV,Panska16FAndelova_Natalia,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
16FAndelNHmnbdPanska-cough3.WAV,Panska16FAndelova_Natalia,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
School band out-of-tune.wav,C-V,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Sounds of me at home during Covid-19,krqluld,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
CK_Cough_1.wav,ckolar612,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Random Vocal Noises,unfa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Cough Man,szegvari,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
covid cough.wav,714jimmy,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Japanese stereotype coughs and laughs,Britical_Hit,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Сough,nomerodin1,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Polite coughing,TurboFool,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
All sounds on the railway station Pragersko .wav,dibko,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
snowcity ambience 810PM NL 210209_0248.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
ADR_Covid Girl.wav,ssugg,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
suburb night NL 1013PM 210415_0279.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
baby cough 181204_1298 02.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Cold CityNight 1029PM 210209_0248.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
"sick, coughing and spitting",miacx,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Suburb Sunday 758AM 210228_0261.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
man coughing,JD_Brick_Productions,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
coughing_1.wav,strangehorizon,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
coughing_2.wav,strangehorizon,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
calm night city  1036PM 210317_0272.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Coughing - breath sick,Duisterwho,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Choking coughing gasping.wav,Duisterwho,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
zeph_cough_1.wav,strangehorizon,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
zeph_cough_3.wav,strangehorizon,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
(cough) 04,Alba_Mac,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dying Cough.wav,PaladinVII,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
VO_Man_Cought.wav,tgerginov,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Coughing.wav,ZJ-Davis,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
FX - tos 2.wav,vinjatovix,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
FX - tos 3.wav,vinjatovix,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
FX - tos.wav,vinjatovix,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
"Man clearing throat, coughing.aif",jasonLON,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
manCough2.wav,Zabuhailo,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
manCough1.wav,Zabuhailo,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Man Coughing.wav,jpkweli,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
choking.wav,TheMightyMoltar,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Cough.wav,tiptoe84,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
0253 Between_rehearsal.wav,bmoreno,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
SamGreaves-Cough-02,GR3AVE5Y,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
SamGreaves-Cough-01.wav,GR3AVE5Y,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
pandoramachinefoley219.wav,pushkin,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Wet Cough,unfa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Cough Funny,unfa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
130215 - AMB_INT - Overground Peckham Rye.wav,vinjatovix,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Sickness 09: blowing nose + cough,unfa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Sickness 07: blowing nose + cough,unfa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Sickness 04: blowing nose,unfa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Sickness 08:  cough,unfa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Sickness 02:  cough,unfa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Sickness 01:  cough,unfa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Sickness 03:  cough + running nose,unfa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Sickness 05: running nose,unfa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Sickness 10: cough,unfa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Апчхи.wav,lihachoff,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
coughing,Eelke,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Man coughing.wav,paulw2k,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Cough Attack Sound Bit.wav,chrisbrowne626,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
GALLE_Florian_2013_2014_son3.wav,univ_lyon3,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
cough01.wav,kokopetiyot,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
cough.wav,CelesteOminous,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
cough.wav,eduardfrigola,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
sunshinesongwithcoughing.wav,cullenmarie,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Cough (4).wav,montblanccandies,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Cough (5).wav,montblanccandies,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Cough 1.wav,hawkdad73,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Cough,giddster,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Mudkip_Male1.wav,kennysvoice,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
HERASIMENKA_Dziyana_2016_2017_SmokingWaves.wav,univ_lyon3,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
paisaje-sonoro-uem_toses2.wav,MafaldaV,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
paisaje-sonoro-uem_toses.wav,MafaldaV,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Spoken - Drink fail,ldezem,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Random gaffs gasps and coughs.wav,thatjeffcarter,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Female horror cries:What are you going on about Help me,AmeAngelofSin,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Al Shifa hospital dialysis room light activity arabic voices2 coughing Gaza 2016.wav,kyles,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
delphis COUGH 1644 H4.wav,delphidebrain,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
20080121.flu.01.wav,dobroide,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
2 08 Br Lib 2 amb 5.wav,ERH,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
cough and spit.wav,Elodie747,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Man eating.wav,cmusounddesign,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
bocanada2.wav,plagasul,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Cough and Clear throat 24-96 Stereo.wav,dhi67540,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Wheezy Cough 24-96 Stereo.wav,dhi67540,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Two Barks.wav,Puniho,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Fergus Sniff.wav,Puniho,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Chihuahua Barks,Mewsel,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Barking,unfa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
bark02.wav,KFerentchak,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
bark01.wav,KFerentchak,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
BigDogBarking_02.wav,www.bonson.ca,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Dogs Barking.wav,SocializedArtist45,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Dog_Bark.wav,ivolipa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Dog_Bark_Light_Agressive.wav,ivolipa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Barking little dogs in cages.WAV,DisasterServices,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Barking.wav,NikoMyth,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Dog Shih Tzu Bark x4.wav,Glitchedtones,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Dog Shih Tzu Bark Series 01.wav,Glitchedtones,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Dog_Barking.wav,ken788,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Small dog barking and growling,michorvath,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Barking.wav,kellyn_lyn,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
big_dog_barking.wav,buzzmsc,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dogs_Howling_Barking.WAV,AmberdeMeillon,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Dogs barking.wav,georra43,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
220119_Huskies_barking_3.wav,leonseptavaux,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
220119_Huskies_barking_2.wav,leonseptavaux,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
220119_Huskies_barking_1.wav,leonseptavaux,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
asasa-3-0-1.wav,rpdud27,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
소리 중간 바람 약.wav,rpdud27,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Dogs Barking.wav,LeandiViljoen,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Distant Dog Barks,andersmmg,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dog barking,TeTeNoise,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Dogs Barking,D.jones,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Dogs Barking.wav,Ambientsoundapp,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Barking Dog,NachtmahrTV,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Barking Dog 2,NachtmahrTV,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Barking dog-close.WAV,Soojay,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Bark.wav,juanpbueno7,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Chiki_barking_sad.wav,jcmunera1,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
dog barking.wav,jocelynlopez,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Perro ladrando barking dog .aif,guanescape,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Dog Barking.wav,Gamufreaku,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dog Barking.wav,ItsTheGoodstuff,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dog Barking and Whining.wav,DaniloSFX,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
dogs bark OWI.WAV,lenayrossouw,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
dogs barking.aif,sofajoe,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
BARKING 1 -S.WAV,smokum,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
110507_childrens_song.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
110606_children_at_school.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Hummingbird female ,MrBizarro89,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
cough.wav,ElGeorgia,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"Footsteps, Solid Wood, Female Barefoot, Spinning.wav",SpliceSound,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"Footsteps, Solid Wood, Female Barefoot, Scuffs.wav",SpliceSound,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"Footsteps, Solid Wood, Female Barefoot, Running.wav",SpliceSound,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"Footsteps, Solid Wood, Female Socks, Jumping.wav",SpliceSound,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"Footsteps, Solid Wood, Female Socks, Running.wav",SpliceSound,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Child pretending to be a Big Bird,k3pp,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Child's speech,wordswar,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
child's laugh,darlingfordays,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Woman Evil Laughing.wav,MadamVicious,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Woman Insane Giggles,MadamVicious,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Woman Insane Laughter,MadamVicious,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Woman Panting Painfully,MadamVicious,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Woman Yandere Laugh,MadamVicious,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"01-18 Footsteps, Tile, Female Heels, Running V2.wav",SpliceSound,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"01-17 Footsteps, Tile, Female Heels, Running V1.wav",SpliceSound,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"01-15 Footsteps, Tile, Female Heels, Slow Pace.wav",SpliceSound,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"01-19 Footsteps, Tile, Female Heels, Scuffs.wav",SpliceSound,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
girl-screaming.wav,mariateresa_garcia,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Male Choking_2,Drkvixn91,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Breathless Panting_1,Drkvixn91,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Breathless Panting_2,Drkvixn91,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Male Choking_1,Drkvixn91,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Human impression of cat hacking up hairball,pfranzen,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dry_leaves_and_parasol_creaks_03_and_child_speak.wav,AlienXXX,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dry_leaves_and_parasol_creaks_02_and_child_speak.wav,AlienXXX,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dry_leaves_and_parasol_creaks_05_and_child_speak.wav,AlienXXX,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dry_leaves_and_parasol_creaks_04_and_child_speak.wav,AlienXXX,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dry_leaves_and_parasol_creaks_08_and_child_speak_cat_car.wav,AlienXXX,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dry_leaves_and_parasol_creaks_07_and_child_speak.wav,AlienXXX,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dry_leaves_and_parasol_creaks_06_and_child_speak.wav,AlienXXX,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Distant_child_speak_01.wav,AlienXXX,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Distant_child_speak_02.wav,AlienXXX,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Child_speak_02.wav,AlienXXX,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Child_speak_03.wav,AlienXXX,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Child_speak_04.wav,AlienXXX,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Dry_leaves_and_parasol_creaks_13_and_child_speak.wav,AlienXXX,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Laughing 8,gloriagypsy,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Laughing 11,gloriagypsy,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Laughing 7,gloriagypsy,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
laughing 5,gloriagypsy,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
laughing 4,gloriagypsy,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Help me -child.wav,shadowmist,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Keyboard typing in office.WAV,BonnyOrbit,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
23.Girl_steps.wav,miguelab1998,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
22.Woman_steps.wav,miguelab1998,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
01-01 Cat_Cough.wav,14GPanskaZakopcanik_Jonas,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
04_Rattle.wav,14GPanskaVitek_Martin,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
01_Laughter.wav,14GPanskaVitek_Martin,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
08_Wooden dice.wav,14GPanskaVitek_Martin,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
07_Flywheel Toy Car.wav,14GPanskaVitek_Martin,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
06_Lego.wav,14GPanskaVitek_Martin,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
05_Whistle Toy.wav,14GPanskaVitek_Martin,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Female Latvian prison guide talks about discipline,Vortichez,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Female Latvian prison guide,Vortichez,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Female Latvian prison guide punishment,Vortichez,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Female Latvian prison guide war,Vortichez,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Child plays chimes / bells,Vortichez,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
GIRL SAYING IN PORTUGUESE RESS.wav,marceltavars,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Old Woman Struggling 1,LayZerg,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Old Woman Struggling 2,LayZerg,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
